"catch","sep_at_throw","sep_at_arrival","defenders_within_3","receiver_speed","height_diff","advantage_at_throw","game_play"
"0",2.77848879788995,2.47256951368409,1,16.4658725,3,-2.31943200147761,"2023091010_2261"
"1",3.00665927567458,3.17165571902122,0,18.368141,-4,2.9907395512397,"2023091010_2372"
"0",0.912852671574115,0.912414379544733,1,15.95451,-4,0.130291656288238,"2023091010_3064"
"1",1.73807364631077,1.77881983348511,1,17.5704155,-5,1.21245339272272,"2023091010_3198"
"0",2.72442654516506,2.38421894967724,1,14.2567865,-4,-1.91596289051597,"2023091010_4076"
"1",5.72717207703767,6.00740376535488,0,15.8113285,3,5.58578268939965,"2023091010_4099"
"1",1.33270401815257,1.34164078649988,1,20.1885915,-2,1.20684509066995,"2023091010_4426"
"0",2.67944024005015,2.94516553015276,1,17.345416,1,-0.586624229567303,"2023091011_1686"
"1",3.12169825575759,3.10272460911374,0,15.340875,-1,2.5821337336871,"2023091011_1759"
"0",1.20208152801713,1.17881296226331,1,16.2613275,-1,0.108738220001465,"2023091011_2388"
"0",1.17686022959398,1.21433109158911,1,18.040869,3,0.640676165578949,"2023091011_2643"
"0",3.5006427981158,3.80295937396128,0,15.13633,-1,2.48300479764699,"2023091011_3006"
"0",1.52397506541281,1.39003597075759,1,18.286323,-1,-0.869713016080482,"2023091011_3262"
"0",2.44517893005809,2.62190770241822,1,18.3885955,3,2.28527680257267,"2023091011_3491"
"0",0.977445650662989,0.924445779913573,1,16.0976915,2,0.829843833242258,"2023091011_3683"
"0",4.75467138717283,4.35160889786755,0,16.0567825,-1,-4.38835133482117,"2023091011_3976"
"1",5.16855879331947,5.27531989551345,0,14.031787,2,5.14533741677855,"2023091012_176"
"0",6.05891904550638,5.78943866018113,0,19.63632,1,-0.373022064466525,"2023091012_2240"
"1",1.9206509313251,2.1651789764359,1,17.8158695,-1,1.14523091022581,"2023091012_2335"
"1",5.85211073032628,5.55442166206347,0,17.7749605,-2,-1.41184547324836,"2023091012_3093"
"1",1.13265175583673,1.09165012710117,1,16.199964,1,0.238593973935469,"2023091012_3541"
"0",1.69944108459223,1.73565549577098,1,16.0158735,-2,0.82303719304825,"2023091012_3663"
"0",1.40801278403287,1.44201248260894,1,13.990878,-1,0.626669359327636,"2023091013_1943"
"0",4.90111211869306,5.16236379965612,0,15.1567845,2,3.34286531953358,"2023091013_3870"
"0",8.64919071358703,8.09938269252663,0,1.5340875,2,-8.59272740030312,"2023091013_3974"
"0",1.82784025560222,1.77654158408971,1,18.5113225,-5,1.78968726760695,"2023091100_993"
"0",4.04609688465316,3.9861008517096,0,17.6113245,2,-1.48629816808296,"2023091100_2428"
"1",2.60440012286899,2.42216844996379,1,19.063594,2,-0.49628911615207,"2023091400_151"
"0",1.78137587274556,1.84200977196105,1,15.2795115,6,1.03238895624281,"2023091400_431"
"0",6.55209890035246,6.86330095507985,0,16.199964,1,3.86721051762039,"2023091400_685"
"0",1.14612390255155,1.09772492000501,1,10.4522495,-1,-0.87318593571884,"2023091400_1767"
"1",2.62731802414553,2.81192105152331,1,18.81814,-1,1.97509559106469,"2023091400_2364"
"1",1.21210560596014,1.26605687076055,1,18.3067775,-1,1.01983924085315,"2023091400_2523"
"0",1.44367586389743,1.52947703480634,1,16.322691,5,-0.157880088474943,"2023091400_4084"
"1",2.83478394238432,3.19828078817354,0,15.2386025,3,2.71103141638569,"2023091400_4107"
"1",3.45144897108446,3.53073646708444,0,15.831783,7,0.611346122559637,"2023091700_1311"
"1",7.50416550990181,7.9020820041303,0,18.122687,0,7.38953864579856,"2023091700_3163"
"0",1.44170038496214,1.41354165131417,1,17.304507,0,1.36423158982437,"2023091700_3328"
"1",0.898888202169773,0.988433103452113,1,15.4022385,7,-0.120957035410525,"2023091700_3781"
"0",2.29863002677682,2.37625756179754,1,14.931785,-1,2.2978017003085,"2023091700_4189"
"0",1.03817146945965,0.998248466064433,1,19.513593,-4,-0.132150519031356,"2023091701_1105"
"1",4.9623583103198,5.71937933695607,0,13.786333,-2,4.9595410852074,"2023091701_3521"
"0",0.94339811320566,1.24402572320672,1,16.0567825,3,0.511680585339043,"2023091702_529"
"0",1.32823190746195,1.19620232402383,2,18.7567765,-2,-0.380420796913029,"2023091702_663"
"0",2.38321211812964,2.39301065605651,1,15.7704195,-2,1.83081079431898,"2023091702_711"
"1",1.48121571690285,1.47122398022871,1,18.2249595,-6,0.456363408079586,"2023091702_2515"
"0",1.17618025829377,1.21247680390183,1,16.404509,-1,-0.0306120874622664,"2023091702_3246"
"1",2.41946275028155,2.61296766149143,1,13.418152,3,1.89536788319531,"2023091703_665"
"1",1.44996551683135,1.58028478446133,1,15.0340575,3,1.39640555876339,"2023091703_1238"
"1",5.30249941065532,5.26824448939113,0,16.77269,-4,3.21232138132628,"2023091703_1496"
"1",1.25299640861417,1.22576506721313,1,19.3295025,3,0.303104498484551,"2023091703_2062"
"1",1.40730238399571,1.37611772752189,1,15.4431475,2,-0.402346063503435,"2023091703_2268"
"0",0.875556965593903,0.820000000000001,1,17.263598,4,0.59496429321177,"2023091703_3069"
"0",1.29201393181343,1.50233152133608,1,16.0567825,-7,0.671290470105298,"2023091703_3690"
"1",5.33173517721951,5.92817847234714,0,15.627238,3,3.65566471138076,"2023091704_1481"
"1",2.13490046606393,2.13862105105136,1,16.445418,7,1.53893439424843,"2023091704_1584"
"0",0.996895180046533,0.947628619238568,1,13.09088,4,0.144347393095561,"2023091704_2817"
"0",1.62114157308978,1.32909743811355,1,15.6886015,1,-0.136746294417126,"2023091704_4086"
"0",2.15824002372304,2.43606239657362,1,14.7476945,-3,1.8767780173437,"2023091705_1240"
"0",3.33636029229458,3.35393798392278,0,18.449959,1,-1.41942538929682,"2023091705_1530"
"1",0.840238061504,0.804114419718985,1,17.4476885,0,0.189199871154804,"2023091705_2157"
"1",1.47868184542856,1.56626945319124,2,17.3658705,4,1.20591589694359,"2023091705_2403"
"0",4.958971667594,5.05811229610415,0,16.5067815,0,2.65776304889029,"2023091705_3867"
"1",5.28251833882288,6.02438378591537,0,17.1204165,1,5.02796762901832,"2023091705_4350"
"1",3.40618554984898,3.57022408260322,0,15.627238,-2,3.37053216864695,"2023091706_397"
"1",2.54342289051585,2.50874470602331,1,16.1386005,1,1.00237347295022,"2023091706_676"
"0",0.909725233243534,0.876641317757723,1,12.2931545,0,-0.502198960992263,"2023091706_844"
"1",2.07966343430854,1.95020511741714,1,16.731781,5,-1.7894935398665,"2023091706_1028"
"0",3.42825028257856,3.47070598005651,0,16.9158715,5,3.4114315750452,"2023091706_1514"
"0",1.05361283211624,1.14337220536447,1,14.8704215,1,0.452893017689323,"2023091706_1882"
"1",0.876584280032444,0.675425791630727,1,16.240873,4,-0.382917138781245,"2023091706_2583"
"1",2.25674544421828,2.50714977614023,1,16.3636,-4,1.20015486233434,"2023091706_3447"
"1",1.92041662146525,1.73311857643959,1,15.8522375,3,-0.724025081634906,"2023091706_3512"
"0",1.06606754007426,1.01212647431041,1,17.631779,6,0.0592636774485769,"2023091707_925"
"1",1.10453610171873,1.19100797646363,1,19.6158655,-1,0.235888965687543,"2023091707_1413"
"1",2.41124449195845,2.54379637549864,1,16.527236,2,2.33337751215607,"2023091707_1576"
"0",4.01123422402631,3.96137602355545,0,16.5885995,0,-3.63411903799994,"2023091707_2216"
"1",2.91233583228308,3.29451058580785,0,15.5658745,4,0.570177018983342,"2023091707_2792"
"0",1.47105404387467,1.34063417829026,1,15.586329,9,-0.505047087307762,"2023091707_3807"
"0",0.894986033410577,0.845281018360171,1,17.7749605,4,0.040931973929359,"2023091707_4001"
"0",4.25586653926084,4.67952989091853,0,16.9158715,3,4.24967182347541,"2023091708_166"
"1",4.12237795453062,3.72592270451227,0,14.972694,3,-0.430338467016615,"2023091708_494"
"0",1.90688227219197,1.89179808647751,1,17.8976875,3,1.4240484431297,"2023091708_1582"
"1",1.79323729606542,1.95777935426851,1,19.0022305,1,1.14135003361091,"2023091708_2139"
"0",5.15053395290236,4.90327441614275,0,17.713597,-6,-4.72623407837369,"2023091708_3128"
"0",1.54120083052145,1.4832734070292,1,18.2658685,3,0.810444295798177,"2023091708_3231"
"1",2.19146070008111,2.24200802853157,1,18.5113225,-2,-0.243952956427748,"2023091708_3755"
"0",2.08580919549225,2.32002155162403,1,11.86361,2,1.95313770096853,"2023091709_1302"
"0",1.88488726453335,1.95028203088681,1,14.5431495,4,0.432263201644549,"2023091709_2391"
"0",2.43790894005498,2.43370088548284,1,17.549961,-1,2.25843008235298,"2023091709_2785"
"0",1.81372544780073,1.71825492869946,1,18.695413,-4,-1.81017006557983,"2023091709_2854"
"1",3.03842064237327,2.85576609686438,1,17.9385965,4,0.545562370757471,"2023091709_3018"
"0",2.95925666342073,2.72800293254973,1,18.5113225,2,-1.2252778722686,"2023091709_4342"
"1",0.935200513259057,0.962548700066647,1,12.0886095,5,0.566331741859964,"2023091710_172"
"0",2.017250604164,1.96888293202007,1,15.9749645,5,-1.45916963028767,"2023091710_1345"
"1",3.89852536223633,4.21283752357007,0,15.422693,4,3.88431059410975,"2023091710_1485"
"0",1.29653384066903,1.33093951778434,1,16.3431455,-2,-0.0376587494042688,"2023091710_3659"
"0",2.40435022407303,2.54230210635951,1,15.504511,3,2.36544946950133,"2023091710_3707"
"0",1.47648230602334,1.72539850469392,1,16.4658725,-4,1.38355413355488,"2023091710_3860"
"0",0.610573500898946,0.545893762558243,1,15.627238,6,0.533330643261637,"2023091710_4021"
"1",7.83071516529621,7.96538762396407,0,19.8204105,-3,5.36973322882637,"2023091711_855"
"0",3.17455508693738,3.30134820944414,0,15.6067835,1,2.39489747861037,"2023091711_1031"
"1",1.22967475374589,1.20432553738597,1,19.840865,-3,0.806974299440288,"2023091711_1082"
"1",1.29402472928457,1.48600134589441,1,16.1795095,7,0.984839594972259,"2023091711_2150"
"1",2.46969633760914,2.60353605698097,1,19.1249575,1,0.718657227946412,"2023091711_2539"
"0",2.66833281282527,3.10654148531772,0,15.54542,-1,2.62772250932298,"2023091711_2647"
"1",3.46982708502888,3.38303118519472,0,18.613595,0,-1.43514148465785,"2023091711_4627"
"0",3.43198193468439,3.22555421594491,0,13.049971,0,-2.70789006365119,"2023091712_788"
"0",2.67031833308315,2.5204959829367,1,14.0522415,0,-1.79568662332167,"2023091712_1304"
"1",1.30084587864974,1.35506457410708,1,15.1976935,2,-0.455126905188695,"2023091712_2732"
"0",7.44870458536248,7.85077066280757,0,19.677229,-1,7.44346112673203,"2023091712_3606"
"0",0.907964757025294,0.996092365195116,1,15.9749645,0,0.152074692708656,"2023091712_3928"
"0",1.07782187767739,1.17200682591869,1,14.563604,5,1.07487285139938,"2023091800_1340"
"0",2.00144947475573,2.13459598050779,1,17.8976875,-2,2.00035791797363,"2023091800_1945"
"0",3.4012350697945,3.30056055845064,0,17.0795075,2,-0.494956999158225,"2023091800_2196"
"0",0.782304288624319,0.865852181379712,1,11.740883,2,0.716774806000821,"2023091800_2500"
"1",1.27,1.19268604418766,1,17.795415,0,0.0959989929202081,"2023091800_2943"
"1",1.23044707322176,1.34063417829027,1,17.468143,-5,0.974973721313237,"2023091800_3852"
"0",0.80049984384758,0.90448880590088,1,11.413611,2,0.0028320643637727,"2023091800_4222"
"1",5.29320318899625,5.69701676318404,0,15.422693,5,5.09588048895302,"2023091800_4339"
"0",1.48219431924428,1.45890369798695,1,12.9067895,-3,-0.579862578391015,"2023091801_1743"
"0",3.44193259666717,3.37001483676259,0,19.268139,-3,-0.480655411510281,"2023091801_3204"
"1",4.14059174514948,4.41077090767589,0,15.0340575,1,3.36392704705671,"2023091801_3640"
"0",7.47991978566616,7.99329719202282,0,16.036328,3,1.2301914380421,"2023092100_126"
"0",0.975756117070244,0.937763296360016,1,14.2567865,2,-0.120028021820897,"2023092100_423"
"0",1.65342069661657,1.565407295243,1,15.259057,6,-0.074799754976862,"2023092100_3052"
"1",2.37059064370043,2.13490046606393,1,13.172698,0,-0.76834632450062,"2023092100_3724"
"0",0.892748564826627,0.8563293758829,1,17.8976875,-1,0.451047529419535,"2023092400_109"
"1",0.989949493661156,1.06212052046838,1,15.6476925,3,0.562082622436044,"2023092400_1134"
"0",1.22539789456323,1.01911726508778,1,12.2727,-3,-0.452931662475056,"2023092400_2386"
"0",2.22110332942887,2.11853723120459,1,15.7704195,3,0.562552309778859,"2023092400_2688"
"0",3.41919581188325,3.18127332997339,0,15.749965,-2,-3.17346188112682,"2023092400_2711"
"0",1.27487254264887,1.28751699017915,1,16.8749625,3,0.632971379134379,"2023092400_4215"
"0",1.50801193629229,1.38946032688954,1,15.54542,0,-0.714244407803086,"2023092400_4274"
"0",3.72840448449468,3.60272119376451,0,16.0567825,2,3.26624085072508,"2023092400_4419"
"0",0.866833317310772,1.03077640640442,1,17.345416,4,-0.361605056966122,"2023092400_4615"
"1",1.96573141603832,2.09296440485738,1,15.831783,4,0.219078270661644,"2023092400_4773"
"1",2.35594991457798,2.53013833613895,1,12.0477005,1,-0.639530072499465,"2023092401_1746"
"0",0.778331548891598,0.805232885567891,1,15.7704195,1,0.343410076714942,"2023092401_1781"
"0",2.71090390829332,2.75307101252401,1,15.9749645,-1,0.89011116823869,"2023092401_1915"
"0",2.88390360449166,2.62017175009578,1,16.895417,4,-0.596458346194817,"2023092401_1938"
"1",0.881419309976809,0.873155198117722,1,14.6658765,-1,-0.211586442856527,"2023092401_2005"
"1",1.32563192478154,1.21823643025482,1,17.304507,1,0.0721429757178598,"2023092401_2113"
"0",2.16002314802411,2.16037033862252,1,18.7567765,1,2.04456762931011,"2023092401_2414"
"1",1.20966937631735,1.21379569944864,1,16.5885995,2,-0.301389670259535,"2023092401_2493"
"0",3.97846704146207,7.97647165104972,0,16.5067815,2,3.76473245247258,"2023092401_2829"
"1",3.82426463519459,3.9940580867083,0,19.0431395,1,1.05740758657378,"2023092401_3521"
"0",2.03177262507398,1.94339908407923,1,16.2613275,4,-0.219841018158476,"2023092401_3710"
"0",2.5732858372128,2.65016980588037,1,18.163596,6,1.56046929028498,"2023092402_306"
"1",0.722357252334326,0.749466476902069,1,15.340875,6,0.373107768867262,"2023092402_347"
"0",4.48103782621839,4.46413485459389,0,18.695413,-7,-1.88652482331333,"2023092402_1078"
"1",4.63185707896951,4.54379797086094,0,16.159055,1,-2.16018490911993,"2023092402_1200"
"0",1.44903416108801,1.39291062168396,1,14.849967,7,-0.942209331006087,"2023092402_1316"
"1",1.14437756007359,1.36499084246012,1,18.0204145,-7,-0.425535741571507,"2023092402_1515"
"1",1.19268604418765,1.16004310264748,1,16.2613275,-2,0.422202314804775,"2023092402_1909"
"0",2.40141624879985,1.96743487821071,1,17.099962,5,-2.37884179362773,"2023092402_3058"
"0",5.25950568019467,5.5056788863863,0,14.9522395,-1,5.01482961076871,"2023092402_3211"
"1",2.7148664792214,2.91496140626253,1,15.831783,5,1.60507399994979,"2023092402_3657"
"0",2.2410934831015,2.14869727974883,1,18.6340495,3,-0.155312111445667,"2023092403_673"
"0",6.49674533901399,6.2639045331167,0,19.22723,0,-0.0398020038476936,"2023092403_1409"
"0",1.68344884092152,1.66048185777503,1,13.09088,2,-0.115501098460156,"2023092403_1598"
"0",11.0621968885028,11.1061514486342,0,18.2658685,-4,0.759712043974776,"2023092403_1704"
"1",1.46154028339967,1.47868184542856,1,14.7886035,1,0.000929156707030643,"2023092403_1919"
"0",0.610982814815612,0.596154342431551,1,14.440877,-1,-0.566778290259968,"2023092403_2220"
"1",1.49271564606257,1.65704556364634,1,12.9476985,2,1.08503196994625,"2023092403_2905"
"0",1.57152791893749,1.60900590427755,1,16.6704175,0,0.677640384741839,"2023092403_3275"
"0",0.987927122818277,0.94873600121425,1,15.9749645,2,0.542350109913873,"2023092403_3310"
"0",1.41315250415515,1.49040263016408,1,15.8113285,0,1.40715734969521,"2023092403_3983"
"0",1.33461604965623,1.40890028036054,1,15.9340555,2,1.09454717446604,"2023092403_4055"
"1",1.54324333790883,1.54382641511279,1,17.263598,0,0.677089750599922,"2023092403_4078"
"1",1.43125818774951,1.33015036743971,1,16.568145,2,0.015953817637147,"2023092403_4233"
"1",1.64468842033985,1.84764715246175,1,18.531777,-2,1.3243075843352,"2023092404_397"
"0",1.10018180315801,1.11162043881893,1,16.077237,2,0.238245524638288,"2023092404_1947"
"0",0.449999999999997,0.361247837363768,1,15.6886015,-4,0.0319286144443112,"2023092404_2110"
"1",5.95612290000803,6.64248447495363,0,16.854508,0,3.07017123144858,"2023092404_3639"
"1",5.14836867366742,5.66210208314898,0,16.8340535,-3,2.22341154182626,"2023092404_3740"
"1",3.08846240061297,3.26314265701026,0,14.4204225,-6,1.02012892465861,"2023092405_102"
"0",1.21840059093879,1.29522198869537,1,16.3022365,2,0.158853421196714,"2023092405_210"
"1",6.16509529528944,5.94893267738003,0,18.0613235,2,-2.46716059456733,"2023092405_1321"
"0",3.81996073278248,3.57654861563492,0,17.8158695,-1,-3.62029987544711,"2023092405_1692"
"0",1.43892320851392,1.42014083808614,1,17.877233,-5,0.105206597399871,"2023092405_2226"
"0",1.54029218007494,1.61771443709945,1,19.0840485,-7,1.5396041823928,"2023092405_2719"
"0",1.20415945787923,1.18359621493143,1,18.7567765,2,0.519681920685663,"2023092405_3028"
"0",1.09590145542379,1.13216606555752,1,14.3795135,3,0.851569986680571,"2023092405_3582"
"1",2.78485188115993,3.01400066356994,0,16.4658725,0,2.21740992231278,"2023092405_3916"
"1",1.01118742080783,1.10136279218067,1,17.1613255,-1,0.800953237069077,"2023092405_4180"
"1",6.05331314240392,6.29629255991175,0,14.7886035,2,2.33662005521204,"2023092406_620"
"0",1.71773106160423,1.5835403373454,1,17.9795055,5,-1.26328715581647,"2023092406_1004"
"1",4.21730956890765,4.0940078163091,0,18.4704135,1,3.77320646030723,"2023092406_1215"
"1",3.65087660706302,3.87104637016918,0,17.631779,5,3.35394478800449,"2023092406_1240"
"1",3.09457589986091,3.02001655624601,0,17.59087,5,-1.22590392002784,"2023092406_1663"
"1",2.86986062379343,2.53948813740092,1,16.3636,0,-2.15174534396839,"2023092406_2099"
"0",1.11803398874989,1.13529731788637,1,16.2204185,5,0.307312862796145,"2023092406_2512"
"1",1.79969441850554,1.5277761616153,1,17.918142,5,-1.66548314465469,"2023092406_2607"
"0",1.39588681489582,1.37032842778656,1,17.0795075,1,-1.09687121544613,"2023092406_3273"
"1",2.75118156434649,2.42785913924181,1,16.322691,0,-2.38003869376469,"2023092406_4029"
"0",4.16043266980731,4.34659636957471,0,16.4249635,5,3.42259036650921,"2023092407_268"
"0",0.688839603971781,0.65,1,15.7295105,-2,0.557494433431561,"2023092407_1500"
"0",1.24919974383603,1.21511316345433,1,18.2249595,-2,0.172727725124982,"2023092407_1933"
"0",1.53733535703828,1.66003012020866,1,15.054512,-1,1.30020789917496,"2023092407_2250"
"0",1.13318136235998,1.06301458127346,1,17.099962,3,0.0362412354915662,"2023092407_3791"
"1",4.44083325514481,4.69196121041084,0,16.240873,-2,3.47553611763267,"2023092407_4288"
"1",1.47410990092327,1.43561833368064,2,14.1749685,0,0.777483567192522,"2023092408_171"
"1",2.99294169672581,3.01166067145686,0,18.1840505,4,0.651337633695693,"2023092408_840"
"1",1.85528973478538,1.87541995297053,1,15.995419,-2,0.667032386987557,"2023092408_911"
"0",2.90511617667865,3.11717821113904,0,18.1022325,-1,1.79991380201333,"2023092408_1338"
"0",0.79227520471109,0.850529246998598,1,12.8249715,1,0.52195470803829,"2023092408_1826"
"1",2.63030416492085,2.78212149267425,1,14.031787,-2,2.20720572467438,"2023092408_2295"
"1",6.7017087373296,7.89949365465914,0,16.813599,-1,4.33868082121628,"2023092409_196"
"0",1.73666346768739,1.67215429910041,1,17.4885975,1,-0.709331982380018,"2023092409_697"
"0",0.948472456110349,0.936375992857566,1,15.6067835,4,0.243308041925019,"2023092409_1479"
"1",3.26473582392205,3.80648131481031,0,17.959051,4,3.06049978533075,"2023092409_1713"
"0",4.91906495179724,4.87165269698077,0,17.8158695,-5,-1.68890193823432,"2023092409_1770"
"1",3.98453259492252,4.1109609582189,0,17.7749605,0,3.94037429717279,"2023092409_3503"
"0",1.12004464196746,1.11359777298628,1,15.8522375,4,-0.392415296289595,"2023092409_4081"
"0",0.68883960397178,0.721734023030645,1,16.77269,-3,0.221605566348281,"2023092410_2402"
"1",0.960832971957146,0.941912947145327,1,15.54542,4,0.0914687256730318,"2023092410_2672"
"1",1.70299735760217,1.70064693572769,1,15.9340555,3,0.12805586381416,"2023092410_3039"
"1",1.01533245786787,0.954410813015023,1,16.118146,-4,-0.316694476854492,"2023092410_3367"
"1",7.46239237778341,8.69390591161418,0,17.0385985,4,7.22064344253458,"2023092410_3860"
"0",1.1485643212289,1.0171037311897,1,16.5067815,-2,-0.678886713820816,"2023092411_631"
"1",2.24058028198053,2.22056299167576,1,18.859049,2,2.18436092342883,"2023092411_1351"
"0",1.36330480817754,1.30648383074572,1,17.836324,-2,0.0444369545432899,"2023092411_1837"
"0",1.90538709977789,1.91755052084684,1,18.204505,1,1.79553599302693,"2023092411_2043"
"1",2.13002347404905,2.27019822923021,1,15.995419,4,2.0686511546857,"2023092411_2494"
"0",1.80247052680481,1.77792013318934,1,16.936326,-4,1.07903116781882,"2023092411_2863"
"0",1.06437775249204,1.06892469332503,1,15.3204205,0,0.800911306231455,"2023092411_2886"
"1",1.28444540561286,1.31939380019765,1,14.849967,-4,-0.11115330846734,"2023092411_3742"
"1",3.20057807278622,3.36719467806659,0,17.1613255,1,1.96727883919903,"2023092412_592"
"1",2.24899977767895,2.45489307302783,1,18.204505,-3,1.93737739040717,"2023092412_703"
"0",2.82177249260106,2.59678647562714,1,15.995419,2,-2.50107364911826,"2023092412_1200"
"0",2.04362423160424,2.17313138121007,1,14.359059,1,0.972353100204844,"2023092412_1512"
"0",3.14302402154358,3.30346787482488,0,16.7522355,1,1.5982531868552,"2023092412_2187"
"0",1.60112460477003,1.64757397406004,1,18.163596,-4,1.56612915919963,"2023092412_2301"
"0",1.49806541913229,1.43405020832605,1,12.4976995,1,-0.405977501022017,"2023092412_2576"
"0",2.20229425826796,2.12037732491177,1,17.8567785,-5,0.783784552372733,"2023092500_135"
"1",1.22772146678308,1.1132834320154,1,14.972694,-2,0.919957653338045,"2023092500_1654"
"0",2.9129023327259,3.01479684224327,0,18.204505,4,1.59164715338724,"2023092500_2728"
